ARTIST,TITLE,FORMAT, PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
PRIMAL SCREAM,SCREAMADELICA: PIC DISC,2LP, $ 75.00 ,ALTERNATIVE,19439906211,EU,NEW,NEW,Sony Music,NEW 2021/30th ANNIVERSARY 2xLP PICTURE DISC RE-ISSUE OF THE LANDMARK 1991 ALBUM,VZ5665
"PRIMITIVES, THE",SICK OF IT,"7""", $ 10.00 ,ALTERNATIVE,PB42947,AUS,VG+,EX,RCA Records,"ORIG. OZ RCA RECORDS 1989 PIC SLEEVE 7"" SINGLE b/w ""NOOSE""",V83553
PRIMUS,SUCK ON THIS: REISSUE COLOUR,1LP, $ 45.00 ,ALTERNATIVE,PSR0011,USA,NEW,NEW,Prawn Song Records,2021 COBALT BLUE VINYL REMASTER OF THE '89 LIVE ALBUM w/ 3D ARTWORK,VY15107
PRINCE,SIGN 'O' THE TIMES: RSD 2020,2LP, $ 65.00 ,POP,RRP125577,EU,NEW,NEW,Warner Records,2020 REMASTER OF THE ICONIC 1987 STUDIO ALBUM: LIMITED EDITION RSD 2020 PICTURE DISC PRESS,VZ5110
PRINCE,THE GOLD EXPERIENCE: RSD 2022,2LP, $ 75.00 ,POP,19439953161,EU,NEW,NEW,Legacy / Sony Music,"RSD 2022 2LP GOLD VINYL REPRESS OF THE RARE 1995 PROMO VERSION w/ BONUS TRACKS: LIMITED TO 24,150 COPIES",VZ6213
PRINCE CHARLES & THE CITY BEAT BAND,BEAT THE BUSH,"12""", $ 10.00 ,FUNK,VS61012,AUS,VG+,VG+,Virgin Records,"1983 CLUB MIX 12""",VP426
PRIORS,PRIORS,1LP, $ 10.00 ,PUNK,NP60,AUS,NEW,NEW,Nopatience Records,"2019 DEBUT 12"" FROM MELB HARDCORE BAND ON NOPATIENCE RECORDS",VY11219
"PROCESS, THE",I BURN / RELIGION,"7""", $ 5.00 ,ALTERNATIVE,NONE,AUS,NEW,NEW,Self Released / Independent,"LTD EDITION 2-TRACK 7"" SINGLE FROM 2012",V7775
"PRODIGY, THE",WARRIOR'S DANCE,"12""", $ 20.00 ,ALTERNATIVE,HOSPT04,UK,EX,EX,Take Me To The Hospital,"2009 UK IMPORT PICTURE SLEEVE 12"" SINGLE FEAT. 2 REMIXES",VP1460
PRODUCT OF WASTE,GOOD AND EVIL,"7""", $ 8.00 ,PUNK,FB008,USA,EX,EX,Fast Break Records,2012 SINGLE FROM THE RHODE ISLAND HARDCORE BAND: COKE BOTTLE CLEAR PRESS LTD/200,V83226
"PROFESSIONALS, THE",JUST ANOTHER DREAM,"7""", $ 10.00 ,PUNK,VS353,UK,VG,VG,Virgin Records,ORIG. 1980 VIRGIN RECORDS UK PIC SLEEVE SINGLE,V83574
PROGRAM,SHOW ME,1LP, $ 20.00 ,ALTERNATIVE,ANT062,AUS,NEW,NEW,Antifade Records,2019 DEBUT LP FROM THE MELB JANGLY GUITAR-POP BAND ON ANTI-FADE RECORDS,VY12198
PROPAGANDHI,HOW TO CLEAN EVERYTHING: REMASTER,1LP, $ 35.00 ,PUNK,FAT9111,USA,NEW,NEW,Fat Wreck Chords,20th ANNIVERSARY REMASTER OF THE 1993 DEBUT STUDIO ALBUM w/ BONUS TRACKS,VY3541
PROPAGANDHI,POTEMKIN CITY LIMITS: REISSUE,1LP, $ 35.00 ,PUNK,FAT6831,USA,NEW,NEW,Fat Wreck Chords,2014 FAT WRECK CHORDS BLACK VINYL PRESS OF THE 2005 ALBUM,VY4352
PROPAGANDHI,VICTORY LAP: COLOUR,1LP, $ 25.00 ,PUNK,275404,USA,NEW,NEW,Epitaph Records,2017 STUDIO ALBUM: LTD INDIE STORE COLOUR PRESS,VY8814
PROPAGANDHI,"TODAY'S EMPIRES, TOMORROWS ASHES: REMAST",1LP, $ 35.00 ,PUNK,FAT1451,USA,NEW,NEW,Fat Wreck Chords,2021 20th ANNIVERSARY REMASTER OF THEIR 3rd STUDIO ALBUM FROM 2001: BLACK VINYL PRESS,VY15710
PROTOMARTYR,ULTIMATE SUCCESS TODAY,1LP, $ 45.00 ,POST-PUNK,WIGLP464,USA,NEW,NEW,Domino Recording Co.,EXCELLENT 2020 STUDIO ALBUM: STANDARD BLACK PRESS w/ ZINE + DL CODE,VY12581
PUBLIC ENEMY,IT TAKES A NATION OF MILLIONS: REISSUE,1LP, $ 40.00 ,HIP HOP,B001939401,USA,NEW,NEW,The Island Def Jam Music,2014 U.S. 180-GRAM REISSUE OF THEIR 2nd ALBUM FROM 1988,VY5028
PUBLIC ENEMY,WHAT YOU GONNA DO WHEN THE GRID GOES DOW,1LP, $ 42.00 ,HIP HOP,3515242,EU,NEW,NEW,Def Jam Recordings,NEW 2020 STUDIO RELEASE FROM THE HIP HOP VETERANS & THEIR 1st IN 22 YEARS!,VY13648
PUBLIC ENEMY,HE GOT GAME: REISSUE,2LP, $ 50.00 ,HIP HOP,B002286001,USA,NEW,NEW,Def Jam Recordings,2015 'RESPECT THE CLASSICS' SERIES 2xLP PRESS OF THE 1998 SOUNDTRACK ALBUM,VZ1936
PUFF DADDY,FOREVER,2LP, $ 30.00 ,HIP HOP,78612730331,USA,VG,VG+,Bad Boy Records,ORIG. 1999 BAD BOY RECORDS 2xLP PRESS w/ INSERT,VT3015
PULLEY,THE GOLDEN LIFE,1LP, $ 48.00 ,PUNK,SBAM96,EU,NEW,NEW,SBÄM Records,NEW 2022 STUDIO RELEASE FROM THE CALIFORNIAN PUNK VETERANS: LIMITED HALF BLUE/HALF GOLD VINYL PRESSING,VY16078
PULLEY,ESTEEM DRIVEN ENGINE (COLOUR),1LP, $ 55.00 ,PUNK,64701,USA,NEW,NEW,Epitaph Records,MIMOSA MARBLE COLOUR RE-PRESS OF THE 1996 DEBUT ALBUM,VY16435
PULLEY,ENCORE,2LP, $ 48.00 ,PUNK,SBAM72,EU,NEW,NEW,SBÄM Records,2021 COMPILATION FEAT. 2 RARE EPs & LIVE MATERIAL: LIMITED TURQUOISE SPLATTER COLOUR VINYL,VZ6304
PULP,HIS 'N' HERS: REISSUE,1LP, $ 48.00 ,ALTERNATIVE,4785292,EU,NEW,NEW,Island Records,2016 REPRESS OF THE 4th STUDIO ALBUM FROM 1994,VY15893
PUNCH MILLER,KID PUNCH FROM NEW ORLEANS,1LP, $ 10.00 ,JAZZ,32121,UK,VG+,VG+,Esquire Records,1961 UK IMPORT COLLECTION FEAT. 1947 RECORDINGS,VS20945
PUP,THIS PLACE SUCKS ASS: COLOUR,"12""", $ 32.00 ,PUNK,RISE4671,UK,NEW,NEW,Rise Records,2020 6-TRACK EP FROM THE CANADIAN POP PUNK BAND: LIMITED EDITION ORANGE SPLATTER PRESS,VO684
PUP,THE UNRAVELING OF PUPTHEBAND: COLOUR,1LP, $ 48.00 ,PUNK,RISE4981,USA,NEW,NEW,Rise Records,NEW 2022 STUDIO ALBUM FROM THE U.S. GROUP: BLACK w/ CORAL & VIOLET SPLATTER COLOUR PRESSING,VY15660
PURE EVIL TRIO,THIS IS OUR MUSIC,1LP, $ 15.00 ,PUNK,AC02,AUS,VG+,EX,Appliances & Cars Records,OUT OF PRINT 2004 DEBUT ALBUM FROM THE SYDNEY NOISE/SCREAMO GROUP,VS8053
PURPLENE,PURPLENE: REISSUE,1LP, $ 35.00 ,ALTERNATIVE,HOB048,AUS,NEW,NEW,Hobbledehoy Records,EXCELLENT 2nd & FINAL 2004 ALBUM: 1st TIME 2018 VINYL PRESS VIA HOBBLEDEHOY RECORDS,VY9504
PUSH PUSH,SONG 27,"7""", $ 20.00 ,ROCK,K10471,AUS,VG+,VG+,Festival Records,"RARE 1991 2x7"" SINGLE FROM THE NZ HARD ROCK BAND: TALL POPPY RECORDS/FESTIVAL PRESS",V82765
PYLON,CHOMP: REISSUE,1LP, $ 40.00 ,POST-PUNK,NW5361,USA,NEW,NEW,New West Records,"2020 VINYL RE-ISSUE OF THE 1983 SOPHOMORE FROM ATHENS, G.A. BAND",VY13877
PYLON,GYRATE: REISSUE,1LP, $ 40.00 ,POST-PUNK,NW5362,USA,NEW,NEW,New West Records,"2020 VINYL RE-ISSUE OF THE 1980 DEBUT LP FROM ATHENS, G.A. BAND",VY13878
Q-TIP,KAMAAL THE ABSTRACT,2LP, $ 150.00 ,HIP HOP,88697555191,USA,VG,EX,Jive Records,ULTRA RARE 2xLP U.S. JIVE RECORDS VINYL PRESS OF THE 2009 ALBUM ORIGINALLY RECORDED IN 2001,VT3074
QUAKERS,II: THE NEXT WAVE: COLOUR,2LP, $ 50.00 ,HIP HOP,STH24379LP,USA,NEW,NEW,Stones Throw Records,INDIE-EXCLUSIVE 2xLP TRANSPARENT GREEN COLOUR VINYL RE-ISSUE OF THE 2020 STUDIO ALBUM,VZ5409
QUEEN,SHEER HEART ATTACK: REISSUE,1LP, $ 45.00 ,ROCK,D000261901,USA,NEW,NEW,Hollywood Records,2008 HOLLYWOOD RECORDS REMASTER OF THE 3rd/1974 STUDIO ALBUM,VY6337
QUEEN,NEWS OF THE WORLD: REISSUE,1LP, $ 45.00 ,ROCK,D000436401,USA,NEW,NEW,Hollywood Records,2008 HOLLYWOOD RECORDS U.S. GATEFOLD REMASTER OF THE '77 STUDIO ALBUM,VY6917
QUEEN,GREATEST HITS: REMASTER,2LP, $ 70.00 ,ROCK,5704841,EU,NEW,NEW,Virgin Records,CLASSIC QUEEN COLLECTION FEAT. 17 HITS! 180-GRAM 2xLP HALF-SPEED MASTERED SET + D/L,VZ2962
QUEEN,GREATEST HITS II: REMASTER,2LP, $ 70.00 ,ROCK,5704844,EU,NEW,NEW,Universal Music,2016 EU 180-GRAM 2xLP GATEFOLD REMASTERED SET OF THE 1991 COMPILATION,VZ4032
QUEEN NAIJA,MISSUNDERSTOOD,1LP, $ 42.00 ,HIP HOP,B003319701,USA,NEW,NEW,Capitol Records,2021 DEBUT STUDIO ALBUM: LIMITED TRANSLUCENT ORANGE VINYL,VY14510
QUEENS OF THE STONE AGE,R: REISSUE,1LP, $ 48.00 ,ALTERNATIVE,810855,EU,NEW,NEW,Interscope Records,2019 180-GRAM REPRESS OF THE HIT 2000 STUDIO ALBUM: BONUS TRACK & ORIGINAL BLUE ARTWORK!,VY12167
QUINCY JONES,$ OST: REISSUE COLOUR,1LP, $ 45.00 ,SOUNDTRACK,RCV12051,USA,NEW,NEW,Rhino Records,2022 'START YOUR EAR OFF RIGHT' MINT GREEN COLOUR VINYL REPRESS OF THE RARE 1972 ORIGINAL SOUNDTRACK,VY15737
R.E.M.,NEW ADVENTURES IN HI-FI: 25th ANNIVERSAR,2LP, $ 65.00 ,ROCK,CR00438,EU,NEW,NEW,Craft Recordings,2021 25th ANNIVERSARY REMASTER OF THEIR 10th STUDIO ALBUM FROM 1996: 2LP GATEFOLD KEVIN GREY REMASTER,VZ5643
R.E.M.,NEW ADVENTURES IN HI-FI: 25th ANNIVERSAR,2LP, $ 65.00 ,ROCK,CR00438,USA,NEW,NEW,Craft Recordings,2021 25th ANNIVERSARY REMASTER OF THEIR 10th STUDIO ALBUM FROM 1996: 2LP GATEFOLD KEVIN GRAY REMASTER,VZ5867
RABID DOGS,RABID DOGS,"7""", $ 10.00 ,PUNK,AARGHT045,AUS,NEW,NEW,Aarght! Records,"MELB GARAGE-PUNKS 2018 DEBUT 7"" EP ON AARGHT!",V71344
RACHEL MARIA COX,UNTIDY LINES,1LP, $ 10.00 ,ALTERNATIVE,SGC007,AUS,NEW,NEW,Sad Grrrls Club,2017 FULL-BAND DEBUT STUDIO ALBUM: LTD/150,VY8621
RADIO BIRDMAN,THE ESSENTIAL (1974-1978),2LP, $ 55.00 ,ROCK,SP553,USA,NEW,NEW,Sub Pop Records,2021 REPRESS OF THE 2001 SUB POP COMPILATION FEAT. 22 TRACKS ACROSS 2 LP'S,VZ5397
RADIOHEAD,THE BUTCHER / SUPERCOLLIDER: RSD 2011,"12""", $ 28.00 ,ALTERNATIVE,TICK002,EU,NEW,NEW,Ticker Tape LTD,"(WAREHOUSE FIND!) RSD 2011 UK 2-TRACK 12"" SINGLE: LIMITED TO 2000 COPIES",VO437
RADIOHEAD,KID A MNESIA,3LP, $ 90.00 ,ALTERNATIVE,XL1166LP,EU,NEW,NEW,XL Recordings,NEW 2021 TRIPLE-LP RE-ISSUE FEAT. THE 2000 & 2001 ALBUMS + B-SIDES & RARITIES: 3xLP BLACK VINYL PRESS,VX324
RADIOHEAD,PABLO HONEY: REISSUE,1LP, $ 55.00 ,ALTERNATIVE,XLLP779,EU,NEW,NEW,XL Recordings,2016 EU REISSUE ON XL RECORDINGS: 1993 DEBUT STUDIO ALBUM,VY6896
RADIOHEAD,I MIGHT BE WRONG: LIVE RECORDINGS: REISS,1LP, $ 45.00 ,ALTERNATIVE,XLLP784,EU,NEW,NEW,XL Recordings,2016 EU REISSUE ON XL RECORDINGS: 2001 LIVE ALBUM,VY6898
RADIOHEAD,THE KING OF LIMBS,1LP, $ 55.00 ,ALTERNATIVE,XLLP787,EU,NEW,NEW,XL Recordings,2016 180-GRAM REPRESS OF THE 2011 STUDIO ALBUM,VY10907
RADIOHEAD,KID A: REISSUE,2LP, $ 45.00 ,ALTERNATIVE,XLLP782B,EU,NEW,NEW,XL Recordings,2016 EU IMPORT 2xLP GATEFOLD PRESS OF THE LEGENDARY 2000 STUDIO ALBUM,VZ2681
RAEKWON,ONLY BUILT 4 CUBAN LINX: REISSUE,2LP, $ 60.00 ,HIP HOP,MOVLP1291,EU,NEW,NEW,Music On Vinyl,2016 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THE WU-TANG CLAN MEMBERS 1st SOLO ALBUM FROM 1995,VZ6229
RAMMSTEIN,"REISE, REISE: REMASTER",2LP, $ 70.00 ,METAL,2729672,EU,NEW,NEW,Universal Music,2017 EU 180-GRAM 2LP REMASTER OF THE 2004/4th STUDIO ALBUM w/ 16-PAGE BOOKLET,VZ6297
RAMMSTEIN,SEHNSUCHT: REMASTER,2LP, $ 70.00 ,METAL,2729666,EU,NEW,NEW,Universal Music,2017 EU 180-GRAM 2LP REMASTER OF THE ACCLAIMED 1997/2nd STUDIO ALBUM w/ 6 PAGE BOOKLET,VZ6298
RAMONES,SIRE ALBUMS 1981-1989: RSD 2022,LP BOX, $ 300.00 ,PUNK,R1659232,EU,NEW,NEW,Rhino Entertainment,"RSD 2022 7LP BOX SET OF 6 STUDIO ALBUMS & A LP OF RARITIES: LIMITED TO 10,000 COPIES",VB643
RAMONES,ROCKET TO RUSSIA: REISSUE,1LP, $ 35.00 ,PUNK,8122793270,EU,NEW,NEW,Rhino Entertainment,2017 RHINO 180-GRAM REMASTER OF THE QUINTESSENTIAL 3rd ALBUM FROM 1977,VY9483
RAMSEY LEWIS,SALONGO,1LP, $ 20.00 ,JAZZ,SBP234841,AUS,VG,VG+,CBS Records,1976 JAZZ-FUNK ALBUM FROM THE U.S. PIANIST: AUS CBS PRESS,VS12905
RAMSEY LEWIS,RAMSEY,1LP, $ 20.00 ,JAZZ,SBP237323,AUS,VG,VG+,CBS Records,1979 STUDIO RELEASE FROM THE U.S. JAZZ PIANIST: AUS CBS PRESS w/ PRINTED INNER,VS21218
RAMSEY LEWIS,THE BEST OF RAMSEY LEWIS,1LP, $ 15.00 ,JAZZ,9124200,AUS,VG,VG+,Chess Records,1977 CHESS RECORDS COMPILATION: AUS PRESS,VS21219
RANCID,AND OUT COME THE WOLVES: REISSUE COLOUR,1LP, $ 50.00 ,PUNK,874411SNO,USA,NEW,NEW,Epitaph Records,NEW 2021 NEON ORANGE COLOUR VINYL RE-ISSUE OF THE 1995 CLASSIC!,VY15961
RANDY CRAWFORD,ABSTRACT EMOTIONS,1LP, $ 10.00 ,JAZZ,254231,AUS,VG+,EX,Warner Bros. Records,OZ WARNER BROS. PRESS OF THE 1986 LP,VS14278
RANDY CRAWFORD,WINDSONG,1LP, $ 10.00 ,JAZZ,123687,AUS,VG+,EX,Warner Bros. Records,OZ WARNER BROS. PRESS OF THE 1982 LP,VS15468
RANDY HOLDEN,POPULATION II: REISSUE,1LP, $ 30.00 ,ROCK,EZRDR116LP,USA,NEW,NEW,Riding Easy Records,2020 U.S. VINYL RE-ISSUE OF THE ULTRA RARE 1970 PROTO-DOOM ALBUM FROM BLUE CHEER MEMBER,VY12405
"RANGOONS, THE",CBT ASYLUM,"7""", $ 5.00 ,ALTERNATIVE,PDR022,AUS,NEW,NEW,Paradise Daily Records,"NEW 2016 2-TRACK 7"" ON PARADISE DAILY",V71183
"RASCALS, THE",TIME PEACE: GREATEST HITS,1LP, $ 20.00 ,ROCK,SAL932974,AUS,VG,VG+,Atlantic Records,1968 COMPILATION: SCARCE ORIG. OZ PRESS w/ GREEN LABEL & UNIQUE SLEEVE,VS7946
RAY CHARLES,THE GENIUS SINGS THE BLUES,3LP, $ 58.00 ,JAZZ,NOT3LP222,EU,NEW,NEW,Not Now Music,2015 EU 3LP COMPILATION SET OF A TRIO OF 60s ALBUM BY NOT NOW MUSIC: BLUE VINYL PRESSING,VX316
RAY CHARLES,THE GENIUS SINGS THE BLUES: REISSUE,1LP, $ 30.00 ,JAZZ,8122794446,EU,NEW,NEW,Atlantic Records,2019 MONO 180-GRAM REPRESS OF CHARLES' 1961 STUDIO ALBUM,VY14010
RAY CHARLES,THE GREAT RAY CHARLES: REISSUE,1LP, $ 30.00 ,JAZZ,8122794453,EU,NEW,NEW,Atlantic Records,2019 MONO 180-GRAM REMASTER OF CHARLES' 1957 STUDIO ALBUM,VY14011
RAY CHARLES,GENIUS + SOUL = JAZZ: VERVE ACOUSTIC SOU,1LP, $ 60.00 ,JAZZ,B003321001,USA,NEW,NEW,Verve Records,2021 ACOUSTIC SOUNDS 180-GRAM ANALOG REMASTER BY KEVIN GRAY w/ HEAVY GATEFOLD JACKET: 1961 RELEASE,VY14400
RAY CHARLES,THE BEST OF RAY CHARLES: THE ATLANTIC YE,2LP, $ 55.00 ,JAZZ,RCV171722,EU,NEW,NEW,Atlantic Records,LIMITED EDITION 2021 WHITE VINYL 2LP REPRESS OF THE 1994 RHINO COMPILATION,VZ5308
"RAY-ONS, THE",2 TOO MANY,"7""", $ 10.00 ,ALTERNATIVE,P024,USA,EX,EX,Scooch Pooch,RARE 1996 SINGLE FROM THE DENVER GARAGE TRIO,V83667
REAGAN YOUTH,YOUTH ANTHEMS FOR THE NEW ORDER,1LP, $ 40.00 ,PUNK,CLE225701,USA,NEW,NEW,Cleopatra Records,"2021 CLEOPATRA RECORDS REMASTER OF THE 1984 HARDCORE DEBUT CLASSIC: RED, WHITE OR BLUE VINYL",VY15769
"REAL MCKENZIES, THE",BEER AND LOATHING,1LP, $ 20.00 ,PUNK,FAT1381,USA,NEW,NEW,Fat Wreck Chords,NEW 2020 STUDIO RELEASE & 11th FULL LENGTH FROM THE LONG RUNNING CELTIC PUNK BAND: BLACK PRESS,VY13132
REALITY INSTRUCTORS,RITUAL IGNORANT,1LP, $ 25.00 ,ALTERNATIVE,EM003LP,AUS,NEW,NEW,Eternal Memo Records,2019 DEBUT LP FROM THE SYDNEY TRIO + D/L CODE,VY11631
REBIRTH,RISING DISSENT: FLEXI,"7""", $ 5.00 ,PUNK,LLR040,,NEW,NEW,Life Lair Regret Records,"2016 FLEXIDISC COLOUR 7"" FROM MELB HC BAND",V71112
RECOVERY ROOM,WALLFLOWER,1LP, $ 20.00 ,PUNK,RES168LP,AUS,NEW,NEW,Resist Records,2018 DEBUT STUDIO ALBUM FROM SYDNEY EMO/INDIE ROCK BAND FRONTED BY DYLAN MALLIA FROM GUITAR FACTORY PARRAMATTA: PINK PRESSING,VY10939
RED FANG,ARROWS: COLOUR,1LP, $ 48.00 ,METAL,RR42611,USA,NEW,NEW,Relapse Records,ANTICIPATED NEW 2021 STUDIO ALBUM & 1st IN 5 YEARS: INDIE STORE EXCLUSIVE COLOUR PRESS,VY14492
RED HOT CHILI PEPPERS,CALIFORNICATION,2LP, $ 60.00 ,ROCK,9362473861,GER,NEW,NEW,Warner Bros. Records,"2020 WARNER RECORDS 2LP REPRESS OF THE HUGE STUDIO ALBUM FROM 1999, FEAT. 'AROUND THE WORLD', 'SCAR TISSUE' & MORE!",VZ88
RED HOT CHILI PEPPERS,BLOOD SUGAR SEX MAGIK,2LP, $ 60.00 ,ROCK,9362495416,EU,NEW,NEW,Warner Records,1991 ALL-TIME CLASSIC 5th STUDIO ALBUM: 2xLP 180-GRAM ANALOGUE REMASTER,VZ2338
RED HOT CHILI PEPPERS,UNLIMITED LOVE,2LP, $ 60.00 ,ROCK,9362488065,GER,NEW,NEW,Warner Records,NEW 2022 STUDIO RELEASE & THE 1st w/ FRUSCIANTE IN 16 YEARS! STANDARD BLACK VINYL PRESSING,VZ5989
RED HOT CHILI PEPPERS,UNLIMITED LOVE (BLUE),2LP, $ 75.00 ,ROCK,9362487349,GER,NEW,NEW,Warner Records,NEW 2022 STUDIO RELEASE & THE 1st w/ FRUSCIANTE IN 16 YEARS! INDIE STORE EXCLUSIVE BLUE  VINYL PRESSING,VZ5990
RED HOT CHILI PEPPERS,UNLIMITED LOVE: DELUXE EDITION,2LP, $ 80.00 ,ROCK,1-680993,USA,NEW,NEW,Warner Records,NEW 2022 STUDIO RELEASE & THE 1st w/ FRUSCIANTE IN 16 YEARS! DELUXE GATEFOLD BLACK VINYL PRESS w/ FOLD OUT POSTER,VZ5993
RED RED KROVVY,MANAGING,1LP, $ 25.00 ,PUNK,HSR031,AUS,NEW,NEW,Helta Skelta Records,NEW 2020 SOPHOMORE LP FROM THE INTER-STATE AUSTRALIAN PUNK TRIO w/ DL CODE,VY13796
REDD KROSS,BEYOND THE DOOR: COLOUR,1LP, $ 30.00 ,ALTERNATIVE,MRG648LPC1,USA,NEW,NEW,Merge Records,NEW 2019 STUDIO ALBUM: LIMITED PEAK COLOUR VINYL EDITION ON OPAQUE PURPLE + D/L CODE,VY11891
"REELS, THE",ARE YOU OLD ENOUGH?,"7""", $ 15.00 ,ROCK,K776,AUS,EX,EX,Regular Records,"SCARCE 1989 PICTURE SLEEVE 7"" SINGLE FEAT. COVERS OF DRAGON & HOODOO GURUS",V83535
"REELS, THE",FOREVER NOW,"7""", $ 10.00 ,ROCK,K611,AUS,EX,EX,Regular Records,"ORIG. 1988 REGULAR RECORDS PIC SLEEVE 7"" SINGLE b/w ""BORDERLESS""",V83536
"REELS, THE",5 GREAT GIFT IDEAS FROM THE REELS,"12""", $ 10.00 ,ROCK,6235014,AUS,VG+,VG+,Mercury Records,"5-TRACK 12"" E.P. FROM 1980 FEAT. COVERS! ORIG. OZ MERCURY RECORDS PRESS",VP8
REFUSED,THE SHAPE OF PUNK TO COME,2LP, $ 48.00 ,PUNK,69811,EU,NEW,NEW,Epitaph Records,EU BLACK VINYL REPRESS OF THE GROUNDBREAKING 1998 HARDCORE RELEASE FROM THE SWEDISH BAND,VZ6299
REGURGITATOR,TU-PLANG: REISSUE,1LP, $ 40.00 ,ALTERNATIVE,V130V,AUS,NEW,NEW,Valve Records,2013 1st TIME VINYL PRESS OF THE CLASSIC '96 DEBUT ALBUM FEAT. KONG FOO SING,VY3578
REGURGITATOR,UNIT: REISSUE,1LP, $ 40.00 ,ALTERNATIVE,V131V,AUS,NEW,NEW,Valve Records,"2013 1st TIME VINYL REMASTER OF THE CLASSIC '97 ALBUM FEAT. BLACK BUGS, POLYESTER GIRL ETC.",VY3580
"REPLACEMENTS, THE",THE COMPLETE INCONCERATED LIVE: RSD 2020,3LP, $ 80.00 ,ALTERNATIVE,349784826,USA,NEW,NEW,Rhino Entertainment,RSD 2020 3LP SET OF A COMPLETE LIVE SHOW FROM 1989: LIMITED TO 8500 COPIES,VX259
"REPLACEMENTS, THE",TIM: REISSUE,1LP, $ 45.00 ,ALTERNATIVE,8122795478,EU,NEW,NEW,Rhino Entertainment,2017 RHINO RECORDS RE-ISSUE OF THE PHENOMENAL 1985 STUDIO ALBUM FROM WESTERBERG & CO.,VY7590
REPUBLICA,REPUBLICA: RSD 2021,1LP, $ 48.00 ,ALTERNATIVE,MOVLP2850,EU,NEW,NEW,Music On Vinyl,"2021 RSD 1st TIME VINYL PRESS OF THE 1996 DEBUT ALBUM: TRANSLUCENT RED VINYL LTD/1,500 COPIES",VY14662
RESEARCH REACTOR CORPORATION,COLLECTION,1LP, $ 15.00 ,PUNK,TS37,AUS,NEW,NEW,Televised Suicide Records,NEW 2020 COLLECTION LP FROM THE SYDNEY RADIOACTIVE PUNKS!,VY13185
"RESIDENTS, THE",DUCK STAB: REISSUE,1LP, $ 28.00 ,ALTERNATIVE,MVD5452LP,USA,NEW,NEW,MVD Audio,2012 U.S. IMPORT MVD AUDIO RE-ISSUE OF THE 1978 STUDIO RELEASE,VY8391
"RESIDENTS, THE",MEET THE RESIDENTS: REISSUE,1LP, $ 28.00 ,ALTERNATIVE,MVD5139LP,USA,NEW,NEW,MVD Audio,2011 U.S. IMPORT MVD AUDIO/RALPH RECORDS RE-ISSUE OF THE '74 DEBUT,VY15940
"RESIDENTS, THE",THE THIRD REICH 'N' ROLL: REISSUE,1LP, $ 28.00 ,ALTERNATIVE,MVD5368LP,USA,NEW,NEW,MVD Audio,2012 U.S. IMPORT MVD AUDIO RE-ISSUE OF THE '76 SOPHOMORE ALBUM,VY15967
RESTLESS,GHOST TOWN,"7""", $ 10.00 ,ROCK,10200227,EU,VG+,VG+,Vampirella Music,"SCARCE '99 UK PSYCHOBILLY 7"" EP",V81908
RESTORATIONS,A/B,"7""", $ 8.00 ,PUNK,TE116,USA,NEW,NEW,Tiny Engines,2012 2-TRACK YELLOW VINYL PRESS LTD/90 (75 FOR PCR)!,V7805
REUBEN WILSON,LOVE BUG (BLUE NOTE CLASSIC VINYL SERIES,1LP, $ 55.00 ,JAZZ,3829300,EU,NEW,NEW,Blue Note Records,"2021 ALL-ANALOG 180-GRAM BLUE NOTE CLASSIC SERIES KEVIN GRAY REMASTER: 1969 ALBUM w/ MORGAN, COLEMAN, GREEN & MORRIS",VY15530
RICH KIDS ON LSD,LIVE IN A DIVE,1LP, $ 35.00 ,PUNK,FAT1511,USA,NEW,NEW,Fat Wreck Chords,"2022 RELEASE & 10th IN THE LIVE IN A DIVE SERIES, RECORDED IN 1987: BLACK VINYL PRESS",VY16397
RICHARD & LINDA THOMPSON,I WANT TO SEE THE BRIGHT LIGHTS TONIGHT:,1LP, $ 40.00 ,FOLK,854379,EU,NEW,NEW,Island Records,2020 EU 180-GRAM ISLAND RECORDS REPRESS OF THE '74 FOLK ROCK CLASSIC,VY15045
RICHARD & LINDA THOMPSON,HOKEY POKEY: REISSUE,1LP, $ 35.00 ,FOLK,7798111,EU,NEW,NEW,Island Records,2020 EU 180-GRAM ISLAND RECORDS REPRESS OF THE '75 FOLK ROCK ALBUM,VY15790
RICHARD & LINDA THOMPSON,POUR DOWN LIKE SILVER: REISSUE,1LP, $ 35.00 ,FOLK,7798110,EU,NEW,NEW,Island Records,2020 EU 180-GRAM ISLAND RECORDS REPRESS OF THE '75 FOLK ROCK ALBUM,VY15791
RICHARD HELL & THE VOIDOIDS,DESTINY STREET REMIXED,1LP, $ 42.00 ,PUNK,OVLP409,USA,NEW,NEW,Omnivore Entertainment,2021 REMASTER OF HELL'S 1982 FOLLOW-UP TO 'BLANK GENERATION',VY14135
RICHARD HELL & THE VOIDOIDS,BLANK GENERATION: REISSUE COLOUR,1LP, $ 50.00 ,PUNK,RCD16037,USA,NEW,NEW,Rhino Records,2022 'START YOUR EAR OFF RIGHT' BLUE VINYL REPRESS OF THE INFLUENTIAL 1977 ALBUM,VY15724
