ARTIST,TITLE,FORMAT,PRICE,GENRE,CAT NUMBER,COUNTRY,SLEEVE,MEDIA,LABEL,EXTRA INFO,SKU
SOUNDTRACK,RESERVOIR DOGS: REISSUE,1LP, $	48.00 ,SOUNDTRACK,MOVLP722,EU,NEW,NEW,Music On Vinyl,2017 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1992 SOUNDTRACK TO THE TARANTINO FILM,VY8341
SOUNDTRACK,CASTLE IN THE SKY: SOUNDTRACK,1LP, $	120.00 ,SOUNDTRACK,TJJA10012,JAP,NEW,NEW,Studio Ghibli Records,(JAPANES IMPORT) 2018 STUDIO GHIBLI RECORDS PRESS OF THE JOE HISAISHI OST,VY10505
SOUNDTRACK,DOCTOR WHO: THE SUN MAKERS,1LP, $	30.00 ,SOUNDTRACK,SILLP1569,UK,NEW,NEW,Silva Screen Recordings,FIRST TIME ON VINYL PRESS OF THE SOUNDTRACK TO THE 1977 TELEVISION EVENT,VY12596
SOUNDTRACK,METROLAND: RSD 2020,1LP, $	30.00 ,SOUNDTRACK,8712886,EU,NEW,NEW,Mercury Records,RSD 2020 & 1st TIME VINYL PRESS OF THE 1998 SOUNDTRACK BY MARK KNOPFLER: LIMITED TO 3000 COPIES,VY13473
SOUNDTRACK,METROLAND: RSD 2020,1LP, $	30.00 ,SOUNDTRACK,9362489547,USA,NEW,NEW,Warner Records,RSD 2020 & 1st TIME VINYL PRESS OF THE 1998 SOUNDTRACK BY MARK KNOPFLER: LIMITED TO 3000 COPIES,VY13499
SOUNDTRACK,AVALON: RSD 2020,1LP, $	30.00 ,SOUNDTRACK,9362489544,EU,NEW,NEW,Reprise Records,RSD 2020 REPRESS OF THE 1990 RANDY NEWMAN SOUNDTRACK ON COLOUR VINYL: LIMITED TO 3000 COPIES,VY13503
SOUNDTRACK,THE NATURAL: RSD 2020,1LP, $	30.00 ,SOUNDTRACK,9362489826,CAN,NEW,NEW,Warner Records,RSD 2020 REPRESS OF THE 1984 RANDY NEWMAN SOUNDTRACK ON COLOUR VINYL: LIMITED TO 3000 COPIES,VY13504
SOUNDTRACK,LETHAL WEAPON: RSD 2020,1LP, $	30.00 ,SOUNDTRACK,9362489471,EU,NEW,NEW,Warner Records,RSD 2020 REMASTER ON CLEAR VINYL OF THE 1987 SOUNDTRACK: LIMITED TO 3000 COPIES,VY13506
SOUNDTRACK,THE TURNING: KATE'S DIARY: RSD 2020,1LP, $	25.00 ,SOUNDTRACK,19439737041,EU,NEW,NEW,Sony Masterworks,"RSD 2020 EXCLUSIVE EP, FEAT. AN UNRELEASED DAVID BOWIE COLLABORATION: LTD/3000",VY13507
SOUNDTRACK,BRAM STOKER'S DRACULA: MOV,1LP, $	60.00 ,SOUNDTRACK,MOVATM284,EU,NEW,NEW,Music On Vinyl,2021 MUSIC ON VINYL 180-GRAM RE-ISSUE OF THE 1992 SOUNDTRACK BY WOJCIECH KILAR,VY14095
SOUNDTRACK,STEPHEN KING'S CHILDREN OF THE CORN,1LP, $	48.00 ,SOUNDTRACK,1984-007,USA,NEW,NEW,1984 Publishing,2021 LIMITED EDITION COLOUR VINYL REMASTER OF THE LONG OUT OF PRINT 1984 SOUNDTRACK BY JONATHAN ELIAS,VY14768
SOUNDTRACK,JACKIE BROWN: REISSUE COLOUR,1LP, $	48.00 ,SOUNDTRACK,RCD146841,USA,NEW,NEW,Maverick Recording Comapny,2021 LIMITED EDITION BLUE VINYL REPRESS OF THE 1997 SOUNDTRACK TO THE QUENTIN TARANTINO FILM,VY14819
SOUNDTRACK,GHOSTBUSTERS II: REISSUE COLOUR,1LP, $	60.00 ,SOUNDTRACK,19439837011,EU,NEW,NEW,Sony Classical,LIMITED EDITION 2021 PINK SPLATTER VINYL PRESS OF THE RANDY EDELMAN SCORE TO THE 1989 FILM - 1st TIME ON VINYL!,VY14889
SOUNDTRACK,THE WICKER MAN: 40th ANNIVERSARY,1LP, $	45.00 ,SOUNDTRACK,SILLP1440Y,UK,NEW,NEW,Silva Screen Recordings,2021 SILVA SCREEN 40th ANNIVERSARY 180-GRAM YELLOW VINYL REPRESS OF THE GIOVANNI & CARPENTER ORIGINAL SOUNTRACK,VY14913
SOUNDTRACK,BILL & TED FACE THE MUSIC,1LP, $	40.00 ,SOUNDTRACK,2812139895,USA,NEW,NEW,TenThousand Projects,2021 VINYL PRESS OF THE ORIGINAL MOTION PICTURE SOUNDTRACK FOR THE 2020 FILM,VY14987
SOUNDTRACK,BLUEY THE ALBUM: COLOUR,1LP, $	50.00 ,SOUNDTRACK,DEMREC929,UK,NEW,NEW,Demon Records,BLUE VINYL RE-PRESS OF THE RSD EXCLUSIVE BLUEY SOUNDTRACK w/ BONUS A3 POSTER!,VY15023
SOUNDTRACK,TALES FROM THE CRYPT PRESENTS: DEMON KNI,1LP, $	55.00 ,SOUNDTRACK,RGM1305C,USA,NEW,NEW,Real Gone Music,2021 CLEAR w/ GREEN & PURPLE VINYL PRESS OF THE 1994 SOUNDTRACK,VY15142
SOUNDTRACK,GIMME DANGER: THE STORY OF THE STOOGES,1LP, $	48.00 ,SOUNDTRACK,RCV1558846,USA,NEW,NEW,Rhino Entertainment,2021 ROCKTOBER REPRESS OF THE 2017 SOUNDTRACK ON ULTRA CLEAR VINYL!,VY15177
SOUNDTRACK,PERFORMANCE: REISSUE COLOUR,1LP, $	50.00 ,SOUNDTRACK,RCV12554,USA,NEW,NEW,Rhino Entertainment,2021 ROCKTOBER LIMITED EDITION YELLOW VINYL REPRESS OF THE 1970 CULT CLASSIC SOUNDTRACK,VY15200
SOUNDTRACK,PUPPET ON A CHAIN,1LP, $	28.00 ,SOUNDTRACK,SILLP1519,EU,NEW,NEW,Silva Screen Recordings,2017 1st TIME VINYL PRESS OF THE 1971 OST BY PIERO PICCIONI,VY15417
SOUNDTRACK,JACKIE BROWN: REISSUE,1LP, $	50.00 ,SOUNDTRACK,8122794769,EU,NEW,NEW,Warner Records,2020 EU WARNER RECORDS 180-GRAM BLACK VINYL REPRESS OF THE 1997 SOUNDTRACK TO THE TARANTINO FILM,VY15894
SOUNDTRACK,THE MAGNIFICENT SEVEN,2LP, $	40.00 ,SOUNDTRACK,MOVATM131,EU,NEW,NEW,Music On Vinyl,2016 EU 2xLP 180-GRAM AUDIOPHILE PRESS+BOOKLET,VZ2953
SOUNDTRACK,ONCE UPON A TIME IN HOLLYWOOD,2LP, $	55.00 ,SOUNDTRACK,19075981971,EU,NEW,NEW,Columbia Records,2019 SOUNDTRACK TO QUENTIN TARANTINO'S 9th FILM: 2LP BLACK VINYL GATEFOLD EU PRESS,VZ4436
SOUNDTRACK,PHENOMENON: RSD 2020,2LP, $	40.00 ,SOUNDTRACK,9362489551,USA,NEW,NEW,Reprise Records,RSD 2020 & 1st TIME VINYL PRESS OF THE 1996 SOUNDTRACK ON COLOUR VINYL: LIMITED TO 3000 COPIES,VZ5066
SOUNDTRACK,THE MATRIX: MUSIC FROM THE ORIGINAL MOTI,2LP, $	90.00 ,SOUNDTRACK,RGM1317,USA,NEW,NEW,Real Gone Music,"2LP CLEAR WITH RED & BLUE SWIRL VINYL EDITION: SOUNDTRACK TO THE FIRST FILM FEAT. RATM, DEFTONES, MINISTRY & MORE",VZ5741
SOUNDTRACK,HEAVY METAL: REISSUE COLOUR,2LP, $	50.00 ,SOUNDTRACK,RCV160619,USA,NEW,NEW,Rhino Entertainment,2021 ROCKTOBER RED VINYL REPRESS OF THE 1981 MOTION PICTURE SOUNDTRACK,VZ5749
SOUNDTRACK,DRIVE: REISSUE COLOUR,2LP, $	65.00 ,SOUNDTRACK,LKS35950,USA,NEW,NEW,Lakeshore Records,"2021/10th ANNIVERSARY ""NEON NOIR"" SPLATTER 2LP EDITION w/ UPDATED ARTWORK",VZ5753
SOUNDTRACK,DRIVE: REISSUE COLOUR,2LP, $	65.00 ,SOUNDTRACK,LSINV264LP,UK,NEW,NEW,Invada Records,NEW 2021 PINK & BLUE MARBLE COLOUR 10th ANNIVERSARY 2xLP RE-ISSUE OF THE 2011 SOUNDTRACK,VZ5757
SOUNDTRACK,STAR WARS: THE RISE OF SKYWALKER (PIC DI,2LP, $	45.00 ,SOUNDTRACK,5008746302,EU,NEW,NEW,Walt Disney Records,LIMITED EDITION 2020 2LP PICTURE DISC PRESS TO THE FINAL JOHN WILLIAMS STAR WARS SCORE,VZ5814
SOUNDTRACK,TINKER TAILOR SOLDIER SPY,2LP, $	30.00 ,SOUNDTRACK,SILLP1369,EU,NEW,NEW,Silva Screen Recordings,2018 BLACK VINYL 2LP REPRESS OF THE 2015 OST BY ALBERTO IGLESIAS,VZ5889
SOUNDTRACK,DA 5 BLOODS: COLOUR,2LP, $	30.00 ,SOUNDTRACK,MOVATM302C,EU,NEW,NEW,Music On Vinyl,2020 180-GRAM AUDIOPHILE 2LP 'AT THE MOVIES' HEAVYWEIGHT SET: OST BY TERENCE BLANCHARD FOR THE SPIKE LEE FILM: LTD NUMBERED & COLOUR VINYL,VZ5890
SOUNDTRACK,LICORICE PIZZA,2LP, $	65.00 ,SOUNDTRACK,3889472,EU,NEW,NEW,Republic Records,EU IMPORT 2xLP BLACK VINYL PRESS OF THE NEW 2021 SOUNDTRACK TO THE P.T. ANDERSON FILM,VZ5940
SOUNDTRACK,ESCAPE FROM NEW YORK: REISSUE,2LP, $	60.00 ,SOUNDTRACK,SILLP1493B,UK,NEW,NEW,Silva Screen Recordings,2022 SILVA SCREEN RECORDS BLUE VINYL REPRESS OF THE 1981 JOHN CARPENTER SCORE: LIMITED TO 1500 COPIES,VZ5995
SOUNDTRACK,SUPERMAN: THE MOVIE: REISSUE COLOUR,2LP, $	80.00 ,SOUNDTRACK,MOND215,USA,NEW,NEW,Mondo Tees,LIMITED EDITION 2021 MONDO COLOUR VINYL 2xLP RE-ISSUE OF THE CLASSIC '78 SOUNDTRACK,VZ6103
SOUNDTRACK,CASTLE IN THE SKY: LAPUTA IN THE SKY,2LP, $	120.00 ,SOUNDTRACK,TJJA10042,JAP,NEW,NEW,Studio Ghibli Records,"(JAPANESE IMPORT) 2021 STUDIO GHIBLI RECORDS 2LP PRESS, USA VERSION OST BY JOE HISAISHI",VZ6206
SPACEMEN 3,SOUND OF CONFUSION: REISSUE,1LP, $	45.00 ,ALTERNATIVE,FIRELP015,UK,NEW,NEW,Fire Records,2015 FIRE RECORDS UK RE-ISSUE OF THE '86 DEBUT ALBUM,VY15581
SPANDAU BALLET,TO CUT A LONG STORY SHORT,"7""", $	8.00 ,POP,CHS2473,UK,VG,VG,Chrysalis Records,"ORIG. CHRYSALIS UK PIC SLEEVE 7"" SINGLE FROM 1980",V83582
SPANDAU BALLET,JOURNEYS TO GLORY,1LP, $	10.00 ,POP,L37556,AUS,VG+,EX,Chrysalis Records,1981 DEBUT LP FEAT. 'TO CUT A LONG STORY SHORT' - OZ CHRYSALIS PRESS + INNER,VS6580
"SPENCER DAVIS GROUP, THE",WITH THEIR NEW FACE ON: REISSUE COLOUR,1LP, $	28.00 ,ROCK,MOVLP2426C,EU,NEW,NEW,Music On Vinyl,2019 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1967 RELEASE: LTD NUMBERED & COLOUR PRESS,VY15380
SPIDER AND THE FLIES,SPIDER AND THE FLIES,"12""", $	20.00 ,ALTERNATIVE,12IRREG20,UK,EX,EX,Mute Records,"2008 DEBUT MINI 12"" ALBUM FROM THE UK ELECTRO DUO FEAT. MEMBERS OF THE HORRORS",VP1028
SPIDERBAIT,SOUNDS IN THE KEY OF J,2LP, $	50.00 ,ALTERNATIVE,3819586,AUS,NEW,NEW,Universal Record Club,NEW 2022 CAREER-SPANNING 2xLP COLLECTION CELEBRATING SINGER & BASSIST JANET ENGLISH,VZ6043
SPINIFEX GUM,SPINIFEX GUM,1LP, $	30.00 ,HIP HOP,MSP006V003,,NEW,NEW,My Shore Productions,2017 DEBUT: EX-CAT EMPIRE MEMBERS & GUESTS,VY8986
SPIRAL STAIRS,PIG CITY,"7""", $	10.00 ,ALTERNATIVE,CBS004,AUS,EX,EX,Coolin' By Sound Records,"2017 AUSTRALIAN-EXCLUSIVE 7"" RELEASE FROM THE EX-PAVEMENT GUITARIST SCOTT KANNBERG",V83651
SPIRIT,SPIRIT: REISSUE,1LP, $	48.00 ,ROCK,MOVLP636,EU,NEW,NEW,Music On Vinyl,2019 EU 180-GRAM AUDIOPHILE REPRESS OF THE 1969 DEBUT ALBUM,VY15360
SPIRIT ADRIFT,ENLIGHTENED BY ETERNITY,1LP, $	40.00 ,METAL,SPIN130,USA,NEW,NEW,20 Buck Spin,NEW 2020 STUDIO ALBUM FROM ARIZONA DOOM-METAL BAND ON 20 BUCK SPIN,VY13774
"SPIRIT OF THE BEEHIVE, THE",ENTERTAINMENT DEATH: COLOUR,1LP, $	38.00 ,ALTERNATIVE,LBJ322,USA,NEW,NEW,Saddle Creek Records,NEW 2021 STUDIO RELEASE FROM THE PHILLY INDIE ROCK BAND: TAN COLOUR VINYL PRESS,VY14499
SPIRITUALIZED,LET IT COME DOWN: REISSUE COLOUR,1LP, $	48.00 ,ALTERNATIVE,FP17543,EU,NEW,NEW,Fat Possum Records,NEW 2021 DOUBLE 180-GRAM IVORY COLOUR VINYL RE-ISSUE OF THE 2001 STUDIO ALBUM,VY15187
SPIRITUALIZED,EVERYTHING WAS BEAUTIFUL,1LP, $	48.00 ,ALTERNATIVE,BELLA1270V,EU,NEW,NEW,Bela Union Records,NEW 2022 STUDIO RELEASE FROM JASON PIECE & CO. - STANDARD BLACK VINYL PRESS w/ DL CARD,VY16064
SPIRITUALIZED,LAZER GUIDED MELODIES: REISSUE COLOUR,2LP, $	40.00 ,ALTERNATIVE,FP17513,USA,NEW,NEW,Fat Possum Records,NEW 2021 VINYL REMASTER OF THE 1992 DEBUT ALBUM: 2xLP 180-GRAM WHITE VINYL PRESS,VZ5319
SPIRITUALIZED,PURE PHASE: REISSUE COLOUR,2LP, $	45.00 ,ALTERNATIVE,FP17523,USA,NEW,NEW,Fat Possum Records,NEW 2021 VINYL REMASTER OF THE 2nd ALBUM FROM 1995: 2xLP 180-GRAM GLOW IN THE DARK VINYL PRESS,VZ5425
SPIRITUALIZED,LADIES AND GENTLEMEN WE ARE FLOATING IN,2LP, $	40.00 ,ALTERNATIVE,FP17531,USA,NEW,NEW,Fat Possum Records,NEW 2021 RE-ISSUE OF THE LEGENDARY 1997 ALBUM: 2xLP 180-GRAM PRESS w/ NEW ARTWORK,VZ5695
"SPITS, THE",IV,1LP, $	42.00 ,PUNK,TSR006,USA,NEW,NEW,Thriftstore Records,NEW 2020 STUDIO LP FROM LEGENDARY MICHIGAN PUNK BAND,VY13656
SPIZZENERGI,SOLDIER SOLDIER,"7""", $	15.00 ,POST-PUNK,RTSO3,UK,VG,VG,Rough Trade Records,RARE ORIG. ROUGH TRADE UK PICTURE SLEEVE PRESS OF THE 1979 SINGLE,V83569
SPIZZOIL,COLD CITY 4,"7""", $	15.00 ,POST-PUNK,RTSO2,UK,VG,VG,Rough Trade Records,"RARE ORIG. 1979 ROUGH TRADE 7"" E.P. FROM UK POST-PUNK BAND (SPIZZENERGI)",V83570
SPLIT ENZ,TIME AND TIDE,1LP, $	20.00 ,ROCK,RML53012,AUS,VG,VG+,Mushroom Records,ORIG. 1982 OZ MUSHROOM RECORDS PRESS w/ INNER SLEEVE,VS505
SPLIT ENZ,ENZ OF AN ERA,1LP, $	30.00 ,ROCK,RML52027,AUS,VG+,EX,Mushroom Records,RARE 1982 MUSHROOM RECORDS COMPILATION LP w/ INSERT & ORIG. FOLD-OUT POSTER!,VS1305
SPOON,LUCIFER ON THE SOFA: COLOUR,1LP, $	45.00 ,ALTERNATIVE,OLE1772LPE,USA,NEW,NEW,Matador Records,NEW 2022 STUDIO ALBUM FROM THE LONG-RUNNING TEXAS INDIE-ROCK BAND: LIMITED ORANGE COLOUR PRESS,VY15574
SPRINGTIME,SPRINGTIME: COLOUR,1LP, $	48.00 ,ALTERNATIVE,JNR386LPC1,AUS,NEW,NEW,Joyful Noise,"2021 DEBUT FROM GARETH LIDDIARD, JIM WHITE & CHRIS ABRAHAMS: LIMITED CLEAR VINYL COLOUR PRESS",VY15269
SPYRO GYRA,ACCESS ALL AREAS,2LP, $	20.00 ,JAZZ,68931,AUS,VG+,EX,Mac Records,1984 DOUBLE LIVE ALBUM FROM THE AMERICAN JAZZ FUSION BAND: AUS 2LP GATEFOLD,VT2921
SQUID,NEAR THE WESTWAY,"12""", $	32.00 ,ALTERNATIVE,WAP459,UK,NEW,NEW,Warp Records,"2021 RSD EXCLUSIVE 12"" SINGLE FEAT. 2 NEW TRACKS PERFORMED LIVE: LIMITED TO 2000 COPIES",VO663
ST. VINCENT,DADDY'S HOME,1LP, $	38.00 ,ALTERNATIVE,LVR01774,EU,NEW,NEW,Loma Vista Records,2021 STUDIO RELEASE & 6th FULL LENGTH FROM ANNIE CLARK: STANDARD BLACK VINYL PRESSING,VY14489
STACKRIDGE,EXTRAVAGANZA,1LP, $	15.00 ,ROCK,L35470,AUS,VG+,EX,Rocket Records,ORIG. OZ GATEFOLD PRESS OF THE 1974 LP FROM UK ROCK GROUP,VS19846
STAND ATLANTIC,FEAR (WHITE VINYL),1LP, $	48.00 ,PUNK,HR40841,AUS,NEW,NEW,Hopeless Records,NEW 2022 STUDIO RELEASE FROM THE AUS POP PUNK BAND: LIMITED WHITE VINYL PRESS,VY16076
STANDARD UNION,THE MYTH OF TERRA NULLIUS,"7""", $	5.00 ,PUNK,AR48,USA,NEW,NEW,Arrest Records,"NEW 3-TRACK 7"" FROM ADELAIDE STREET PUNK BAND!",V7753
STANDARD UNION,GRAND GESTURES & EMPTY PROMISES,"7""", $	5.00 ,PUNK,AR52,USA,NEW,NEW,Arrest Records,"2nd 2013 7"" FROM THE ADELAIDE FOLK PUNK BAND",V7790
STANLEY CLARKE,MODERN MAN,1LP, $	20.00 ,JAZZ,SBP237158,AUS,VG+,EX,CBS Records,ORIG. 1978 CBS RECORDS OZ PRESS w/ PRINTED INNER,VS20731
STATUS QUO,LIVE AT KNEBWORTH: RSD 2021,"12""", $	25.00 ,ROCK,3551106,EU,NEW,NEW,Mercury Records,"UK RSD 2021 RED VINYL 12"" EP OF TRACKS FROM THE 1990 PERFORMANCE",VO636
STATUS QUO,12 GOLD BARS,1LP, $	10.00 ,ROCK,6360179,AUS,VG+,VG+,Vertigo Records,1980 12-TRACK COMPILATION: VERTIGO RECORDS,VS2619
STATUS QUO,ROCKIN' ALL OVER THE WORLD,1LP, $	15.00 ,ROCK,6360156,AUS,EX,EX,Vertigo Records,CLASSIC 1977 STUDIO ALBUM: OZ VERTIGO RECORDS PRESS w/ PRINTED INNER,VS3896
STEEL PANTHER,BALLS OUT: REISSUE,2LP, $	65.00 ,METAL,MOVLP2995,EU,NEW,NEW,Music On Vinyl,2022 EU 180-GRAM AUDIOPHILE 2LP REPRESS OF THEIR 2nd STUDIO ALBUM FROM 201,VZ5922
STEPHANE GRAPPELLI,TIGER TAG REVISITED,1LP, $	10.00 ,JAZZ,9286893,AUS,VG+,EX,Philadelphia International Rec,"RECORDED LIVE IN MELBOURNE, 1975",VS10500
STEPHANE GRAPPELLI,JUST ONE OF THOSE THINGS,1LP, $	10.00 ,JAZZ,BLP30152,AUS,VG+,EX,Black Lion Music,BLACK LION RECORDS OZ PRESS OF THE LIVE 1974 RELEASE,VS20168
STEPHEN MALKMUS & THE JICKS,WIG OUT AT JAGBAGS,1LP, $	38.00 ,ALTERNATIVE,OLE10501,USA,NEW,NEW,Matador Records,6th SOLO STUDIO ALBUM FROM 2014: MATADOR RELEASE + D/L CODE,VY3987
STEREOLAB,ELECTRICALLY POSSESSED (SWITCHED ON VOL.,3LP, $	50.00 ,ALTERNATIVE,DUHFD42MR,EU,NEW,NEW,Warp Records,"2021 RELEASE & 4th IN THE SERIES OF NON-ALBUM & RARE TRACKS: 3xLP SET, LIMITED MIRRORBOARD PRESSING + D/L CODE",VX288
STEVE EARLE & THE DUKES,J.T.: GREEN,1LP, $	45.00 ,COUNTRY,NW5498,USA,NEW,NEW,New West Records,"2021 TRIBUTE ALBUM TO THE HIS LATE SON, JUSTIN TOWNES EARLE: AUS EXCLUSIVE GREEN VINYL PRESS",VY13658
STEVE KILBEY,OF SKINS AND HEART: ACOUSTIC SESSIONS,1LP, $	40.00 ,ROCK,PUBLIC0040,AUS,NEW,NEW,Public Opinion Music,NEW 2022 ACOUSTIC RE-RECORDING OF THE CHURCH'S CLASSIC 1981 DEBUT ALBUM,VY15819
STEVE VON TILL,A DEEP VOICELESS WILDERNESS,1LP, $	45.00 ,METAL,NR118LP,USA,NEW,NEW,Neurot Recordings,2021 AMBIENT COMPANION FROM NEUROSIS GUITARIST ON COLOUR VINYL,VY14681
STEVEN WILSON,LAST DAY OF JUNE (ORIGINAL GAME SOUNDTRA,1LP, $	55.00 ,SOUNDTRACK,MOVATM335C,EU,NEW,NEW,Music On Vinyl,NEW 2021 GAME SOUNDTRACK RELEASE FROM THE MULTI-INSTRUMENTALIST: NUMBERED & COLOUR EU 180-GRAM AUDIOPHILE PRESS,VY15361
STEVIE NICKS,24 KARAT GOLD: SONGS FROM THE VAULT,2LP, $	50.00 ,POP,9362493543,EU,NEW,NEW,Reprise Records,2014 STUDIO ALBUM FEAT. 26 UNRELEASED TRACKS: 2xLP EU PRESS,VZ2753
STEVIE NICKS,BELLA DONNA (DELUXE EDITION): RSD 2022,2LP, $	75.00 ,POP,R1659036,,NEW,NEW,Rhino Entertainment,"RSD 2022 DELUXE EXPANDED 2LP EDITION OF THE 1981 STUDIO ALBUM: LIMITED TO 15,000 COPIES",VZ6108
STEVIE RAY VAUGHAN & DOUBLE TROUBLE,SOUL TO SOUL (45RPM),2LP, $	110.00 ,BLUES,APB098-45,USA,NEW,NEW,Analog Productions,LIMITED EDITION 2016 ANALOGUE PRODUCTIONS 45rpm 2LP REMASTER OF THE 1985 ALBUM,VZ5810
STIFF LITTLE FINGERS,AT THE EDGE,"7""", $	15.00 ,PUNK,CHS2406,UK,VG,VG+,Chrysalis Records,"RARE 1980 UK CHRYSALIS RECORDS PIC SLEEVE 7"" SINGLE",V83571
STIFF LITTLE FINGERS,BBC LIVE IN CONCERT: RSD 2022,2LP, $	70.00 ,PUNK,19029650327,EU,NEW,NEW,Parlophone,RSD 2022 2LP LIVE BBC PERFORMANCES FROM 1981 & 1982: LIMITED TO 4500 COPIES,VZ6112
STOLEN YOUTH,UNCONSCIOUS IN ORTHODOX: RSD 2018,1LP, $	10.00 ,PUNK,DFRC011,AUS,NEW,NEW,Dirtyflair Records,2018 AUS RSD PRESS/1st TIME ON VINYL: BLACK LTD/100,VY9913
"STONE ROSES, THE",THE STONE ROSES: REISSUE,1LP, $	45.00 ,ALTERNATIVE,88843041991,EU,NEW,NEW,Sony Music,"2014 EU VINYL REPRESS OF THE CLASSIC '88 DEBUT FEAT. ""I WANNA BE ADORED""",VY13134
STONE TEMPLE PILOTS,NO. 4: REISSUE,1LP, $	50.00 ,ALTERNATIVE,MOVLP1278,EU,NEW,NEW,Music On Vinyl,1st TIME ON VINYL! 2015 EU IMPORT 180-GRAM AUDIOPHILE PRESS OF THE 1999 ALBUM,VY5998
STONE TEMPLE PILOTS,SHANGRI-LA DEE DA: REISSUE,1LP, $	48.00 ,ALTERNATIVE,MOVLP1440,EU,NEW,NEW,Music On Vinyl,1st TIME ON VINYL! 2015 EU 180-GRAM AUDIOPHILE PRESS OF THE 2001 STUDIO  ALBUM,VY5999
STONE TEMPLE PILOTS,CORE: REISSUE,1LP, $	48.00 ,ALTERNATIVE,RR182418,EU,NEW,NEW,Atlantic Records,2020 REMASTER OF THE 1992 DEBUT STUDIO ALBUM ON 180-GRAM BLACK VINYL,VY13460
"STOOGES, THE",FUN HOUSE: REISSUE,1LP, $	48.00 ,PUNK,EKS74071,USA,NEW,NEW,Rhino Entertainment,180-GRAM RHINO RE-ISSUE OF THE BRILLIANT 1970 SOPHOMORE ALBUM,VY2640
STRAFE FUR REBELLION,MOSCHE BILDT NJET,"7""", $	10.00 ,NEW-WAVE,PF24CK12,GER,,VG+,Pure Freude,"BONUS 7"" ONLY FROM THE 1983 SELF-TITLED DEBUT LP",V83041
STRAIGHTJACKET NATION,STRAIGHTJACKET NATION,1LP, $	28.00 ,PUNK,MUS129,,NEW,NEW,Cool Death Records,LONG AWAITED 2017 SOPHOMORE LP FROM MELBOURNE HARDCORE BAND,VY7897
STRAND OF OAKS,IN HEAVEN: COLOUR,1LP, $	45.00 ,ALTERNATIVE,GAL001IND,USA,NEW,NEW,Galactic Butt Hair Records,NEW 2021 STUDIO RELEASE FROM THE U.S. FOLK ROCK ARTIST: TRANSLUCENT PINK VINYL PRESS,VY15130
STRANGERS,MIRRORLAND,1LP, $	30.00 ,ROCK,88985403901,AUS,NEW,NEW,Sony Music,2017 SOPHOMORE ALBUM FROM SYDNEY HARD-ROCK BAND,VY14504
STRAY CATS,STRUCK BY LIGHTNING,"7""", $	20.00 ,ROCK,K10340,AUS,VG+,VG+,Liberation Music,RARE LIMITED EDITION 1990 PICTURE SLEEVE LIBERATION RECORDS SINGLE,V82755
STRAY CATS,LIVE AT ROCKPALAST: RSDBF 2021,3LP, $	75.00 ,ROCK,MOVLP2623C,EU,NEW,NEW,Music On Vinyl,2021 RSD BLACK FRIDAY 3LP COLOUR VINYL SET: LIMITED TO 4000 COPIES,VX348
STREET SECTS,THE KICKING MULE,1LP, $	30.00 ,METAL,FR91,USA,NEW,NEW,Flenser Records,2018 LP FROM THE INDUSTRIAL HARDCORE BAND ON FLENSER,VY10991
"STREETS, THE",NONE OF US ARE GETTING OUT OF THIS LIFE,1LP, $	30.00 ,HIP HOP,889984,EU,NEW,NEW,Island Records,2020 MIXTAPE FROM THE ENGLISH RAPPER: LIMITED EDITION TRANSPARENT BLUE 180-GRAM PRESS,VY14698
STRIKE ANYWHERE,NIGHTMARES OF THE WEST: COLOUR,1LP, $	48.00 ,PUNK,PNE2801,EU,NEW,NEW,Pure Noise Records,LIMITED COLOUR VINYL PRESS OF THE NEW 2020 STUDIO ALBUM + D/L CODE (INDIE-EXCLUSIVE LTD/400 COPIES),VY12891
"STROKES, THE",COMEDOWN MACHINE,1LP, $	45.00 ,ALTERNATIVE,88765455791,EU,NEW,NEW,RCA Records,180-GRAM EU VINYL REPRESS OF THE 2013 STUDIO ALBUM,VY2851
"STROPPIES, THE",LOOK ALIVE,1LP, $	30.00 ,ALTERNATIVE,TLV130LP,AUS,NEW,NEW,Tough Love Records,LTD. EDITION DR. GREEN THUMB PRESS OF THE 2020 RELEASE,VY12702
STRUNG OUT,TWISTED BY DESIGN: REISSUE,1LP, $	35.00 ,PUNK,FAT7951,USA,NEW,NEW,Fat Wreck Chords,2014 REMIXED & REMASTER OF THE EXCELLENT 1998 STUDIO RELEASE,VY4382
STRYPER,EVEN THE DEVIL BELIEVES,1LP, $	48.00 ,METAL,FRLP1056,EU,NEW,NEW,Frontiers Records,NEW 2020 STUDIO ALBUM FROM THE CHRISTIAN METAL SUPERSTARS,VY13149
STURGILL SIMPSON,CUTTIN' GRASS VOL. 2 (COWBOY ARMS SESSIO,1LP, $	45.00 ,COUNTRY,44254IND,USA,NEW,NEW,High Top Mountain Records,NEW 2021 STUDIO RELEASE - VOLUME 2: LIMITED OPAQUE BLUE INDIE EXCLUSIVE PRESSING,VY13976
STURGILL SIMPSON,THE BALLAD OF DOOD & JUANITA: COLOUR,1LP, $	48.00 ,COUNTRY,36602EXC,USA,NEW,NEW,High Top Mountain Records,2021 CONCEPT ALBUM FROM SIMPSON: 'NATURAL' COLOUR VINYL PRESS + ILLUSTRATION INSERT,VY15949
